,image,label
393,"[[[236 234 237]
  [236 234 237]
  [236 234 237]
  ...
  [238 236 239]
  [238 236 239]
  [237 235 238]]

 [[236 234 237]
  [236 234 237]
  [236 234 237]
  ...
  [238 236 239]
  [238 236 239]
  [238 236 239]]

 [[236 236 238]
  [236 236 238]
  [237 235 238]
  ...
  [239 237 240]
  [239 237 240]
  [239 237 240]]

 ...

 [[238 236 239]
  [238 236 239]
  [239 237 240]
  ...
  [239 237 240]
  [239 237 240]
  [239 237 240]]

 [[238 236 239]
  [238 236 239]
  [238 236 239]
  ...
  [239 237 240]
  [239 237 240]
  [239 237 240]]

 [[237 235 238]
  [237 235 238]
  [237 235 238]
  ...
  [238 236 239]
  [238 236 239]
  [238 236 239]]]",1
394,"[[[224 219 216]
  [225 220 217]
  [224 219 216]
  ...
  [239 235 234]
  [240 236 237]
  [241 237 238]]

 [[224 219 215]
  [225 220 217]
  [224 219 216]
  ...
  [239 235 234]
  [240 236 237]
  [240 235 237]]

 [[225 220 217]
  [225 220 217]
  [225 221 218]
  ...
  [239 235 236]
  [239 235 234]
  [240 236 235]]

 ...

 [[213 208 205]
  [211 206 203]
  [211 207 202]
  ...
  [223 218 217]
  [224 219 217]
  [225 219 219]]

 [[214 209 206]
  [210 205 202]
  [211 206 203]
  ...
  [221 216 213]
  [222 217 214]
  [224 218 218]]

 [[212 207 204]
  [209 203 203]
  [213 208 207]
  ...
  [221 214 212]
  [224 216 214]
  [223 217 217]]]",1
395,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1
396,"[[[156 151 134]
  [155 149 132]
  [155 150 131]
  ...
  [ 97 165 176]
  [106 163 170]
  [168 200 185]]

 [[193 186 176]
  [195 188 179]
  [195 189 179]
  ...
  [112 175 191]
  [124 175 181]
  [173 206 187]]

 [[187 180 173]
  [190 183 176]
  [190 183 175]
  ...
  [123 178 190]
  [151 193 183]
  [169 202 185]]

 ...

 [[ 88  90  89]
  [ 86  88  87]
  [ 89  91  90]
  ...
  [ 85  90  94]
  [ 80  85  89]
  [ 82  87  91]]

 [[ 85  87  86]
  [ 88  91  90]
  [ 88  90  89]
  ...
  [ 80  85  89]
  [ 83  88  92]
  [ 82  87  91]]

 [[ 85  87  86]
  [ 86  88  87]
  [ 86  88  87]
  ...
  [ 80  85  89]
  [ 83  88  92]
  [ 79  84  88]]]",1
397,"[[[229 228 226]
  [194 206 220]
  [145 166 198]
  ...
  [227 228 232]
  [227 228 232]
  [227 228 232]]

 [[230 230 231]
  [227 227 229]
  [146 170 196]
  ...
  [227 228 233]
  [227 228 233]
  [227 228 233]]

 [[227 228 228]
  [227 227 226]
  [210 223 234]
  ...
  [227 228 233]
  [228 229 234]
  [228 229 234]]

 ...

 [[248 247 253]
  [248 247 253]
  [249 248 254]
  ...
  [249 248 254]
  [249 248 254]
  [249 248 253]]

 [[248 247 253]
  [248 247 253]
  [248 247 253]
  ...
  [249 248 254]
  [249 248 254]
  [249 249 251]]

 [[247 246 252]
  [247 246 252]
  [248 247 253]
  ...
  [249 248 253]
  [249 248 254]
  [249 248 253]]]",1
398,"[[[234 234 234]
  [234 234 234]
  [234 234 234]
  ...
  [238 238 238]
  [238 238 238]
  [238 238 238]]

 [[234 234 234]
  [234 234 234]
  [234 234 234]
  ...
  [238 238 238]
  [238 238 238]
  [238 238 238]]

 [[234 234 234]
  [234 234 234]
  [235 235 235]
  ...
  [238 238 238]
  [237 237 237]
  [237 237 237]]

 ...

 [[240 240 240]
  [240 240 240]
  [240 240 240]
  ...
  [243 238 242]
  [243 238 242]
  [243 238 242]]

 [[239 239 239]
  [239 239 239]
  [240 240 240]
  ...
  [243 238 242]
  [243 238 242]
  [243 238 242]]

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [242 237 241]
  [242 237 241]
  [242 237 241]]]",1
399,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1
400,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1
401,"[[[206 220 232]
  [182 204 219]
  [147 169 188]
  ...
  [121  82  58]
  [117  77  52]
  [116  81  62]]

 [[234 239 245]
  [221 228 237]
  [191 202 222]
  ...
  [116  85  65]
  [117  81  62]
  [116  80  57]]

 [[191 210 219]
  [146 165 174]
  [147 154 165]
  ...
  [114  91  79]
  [109  85  72]
  [ 91  66  49]]

 ...

 [[ 54  19   9]
  [ 42  19   6]
  [ 40  17   7]
  ...
  [182 186 204]
  [184 188 198]
  [179 188 204]]

 [[ 74  29  12]
  [ 63  29  10]
  [ 71  30   9]
  ...
  [173 177 180]
  [193 186 200]
  [155 172 196]]

 [[157  83  57]
  [ 87  30  13]
  [ 81  26  12]
  ...
  [178 180 192]
  [187 189 202]
  [183 188 202]]]",1
402,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1
403,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1
404,"[[[197 197 197]
  [197 197 197]
  [198 198 198]
  ...
  [200 200 200]
  [200 200 200]
  [199 199 199]]

 [[198 198 198]
  [198 198 198]
  [199 199 199]
  ...
  [200 200 200]
  [200 200 200]
  [200 200 200]]

 [[199 199 199]
  [199 199 199]
  [200 200 200]
  ...
  [201 201 201]
  [201 201 201]
  [201 201 201]]

 ...

 [[ 12  12  12]
  [ 27  27  27]
  [109 109 109]
  ...
  [ 44  43  43]
  [ 56  55  55]
  [ 88  87  87]]

 [[ 71  71  71]
  [ 41  41  41]
  [ 78  78  78]
  ...
  [ 15  13  14]
  [ 17  15  16]
  [ 99  97  98]]

 [[ 18  18  18]
  [ 97  97  97]
  [ 53  53  53]
  ...
  [ 64  62  63]
  [138 136 137]
  [145 143 144]]]",1
405,"[[[255 255 255]
  [254 254 254]
  [254 254 254]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [254 254 254]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [254 254 254]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [254 254 254]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [254 254 254]]]",1
406,"[[[ 75  84  89]
  [ 88  92  96]
  [ 47  36  34]
  ...
  [210 219 226]
  [210 218 225]
  [211 218 224]]

 [[ 77  83  89]
  [ 83  91  96]
  [ 46  39  37]
  ...
  [208 215 222]
  [211 215 225]
  [207 218 224]]

 [[ 82  87  91]
  [ 85  93  99]
  [ 78  80  80]
  ...
  [203 208 215]
  [208 215 223]
  [209 217 219]]

 ...

 [[ 28  28  28]
  [ 24  24  23]
  [ 27  29  30]
  ...
  [113 114 126]
  [113 113 121]
  [110 109 117]]

 [[ 24  26  25]
  [ 32  32  30]
  [ 28  29  30]
  ...
  [ 83  86  98]
  [115 115 127]
  [107 107 117]]

 [[ 30  34  33]
  [ 25  27  26]
  [ 31  34  34]
  ...
  [ 84  86  99]
  [ 95  97 110]
  [105 107 119]]]",1
407,"[[[169 204 210]
  [169 204 211]
  [171 206 212]
  ...
  [175 210 216]
  [175 210 216]
  [174 209 215]]

 [[169 204 210]
  [171 206 211]
  [171 206 212]
  ...
  [175 210 216]
  [175 210 216]
  [174 209 215]]

 [[171 206 212]
  [172 207 213]
  [173 208 214]
  ...
  [175 210 216]
  [174 209 215]
  [174 209 215]]

 ...

 [[173 208 214]
  [174 209 215]
  [174 209 215]
  ...
  [174 209 215]
  [174 209 215]
  [174 209 215]]

 [[172 207 213]
  [173 208 215]
  [174 209 215]
  ...
  [173 208 214]
  [174 209 215]
  [174 209 215]]

 [[172 207 213]
  [173 208 214]
  [174 209 215]
  ...
  [173 208 214]
  [174 209 215]
  [174 209 215]]]",1
408,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[253 253 251]
  [234 233 231]
  [248 247 245]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1
409,"[[[240 238 241]
  [240 238 241]
  [241 241 243]
  ...
  [241 239 242]
  [241 239 242]
  [241 239 242]]

 [[239 237 240]
  [240 239 242]
  [239 239 241]
  ...
  [241 239 242]
  [241 239 242]
  [239 237 240]]

 [[239 239 241]
  [239 239 241]
  [241 239 242]
  ...
  [242 240 243]
  [241 239 242]
  [242 240 243]]

 ...

 [[241 239 242]
  [242 240 243]
  [243 241 244]
  ...
  [243 241 244]
  [241 239 242]
  [242 240 243]]

 [[241 239 242]
  [242 240 243]
  [242 240 243]
  ...
  [243 241 244]
  [242 240 243]
  [242 240 243]]

 [[241 239 242]
  [241 239 242]
  [242 240 243]
  ...
  [242 240 243]
  [242 240 243]
  [242 240 243]]]",1
410,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]]",1
411,"[[[235 235 235]
  [236 236 236]
  [236 236 236]
  ...
  [219 219 219]
  [219 219 219]
  [218 218 218]]

 [[238 238 238]
  [238 238 238]
  [237 237 237]
  ...
  [220 220 220]
  [220 220 220]
  [219 219 219]]

 [[239 239 239]
  [239 239 239]
  [238 238 238]
  ...
  [221 221 221]
  [221 221 221]
  [220 220 220]]

 ...

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [217 217 217]
  [217 217 217]
  [219 219 219]]

 [[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [220 220 220]
  [220 220 220]
  [220 220 220]]

 [[238 238 238]
  [236 236 236]
  [236 236 236]
  ...
  [221 221 221]
  [221 221 221]
  [221 221 221]]]",1
412,"[[[212 205 195]
  [213 204 195]
  [214 205 196]
  ...
  [140 137 132]
  [151 148 143]
  [138 133 129]]

 [[213 206 196]
  [215 205 197]
  [215 207 198]
  ...
  [143 140 135]
  [145 142 137]
  [146 141 137]]

 [[215 208 200]
  [216 207 200]
  [215 206 199]
  ...
  [138 134 131]
  [132 128 125]
  [136 131 128]]

 ...

 [[194 141 114]
  [191 141 116]
  [191 138 113]
  ...
  [247 242 231]
  [247 240 230]
  [247 240 230]]

 [[192 138 112]
  [185 135 108]
  [179 131 108]
  ...
  [247 242 231]
  [247 240 230]
  [247 240 230]]

 [[191 137 113]
  [181 131 106]
  [172 131 111]
  ...
  [246 240 230]
  [246 240 228]
  [246 240 228]]]",1
413,"[[[223 223 223]
  [224 224 224]
  [223 223 223]
  ...
  [224 224 224]
  [223 223 223]
  [224 224 224]]

 [[224 224 224]
  [224 224 224]
  [224 224 224]
  ...
  [224 224 224]
  [223 223 223]
  [223 223 223]]

 [[224 224 224]
  [224 224 224]
  [224 224 224]
  ...
  [224 224 224]
  [224 224 224]
  [224 224 224]]

 ...

 [[224 224 224]
  [224 224 224]
  [224 224 224]
  ...
  [224 224 224]
  [224 224 224]
  [224 224 224]]

 [[224 224 224]
  [223 223 223]
  [224 224 224]
  ...
  [224 224 224]
  [224 224 224]
  [224 224 224]]

 [[224 224 224]
  [224 224 224]
  [224 224 224]
  ...
  [224 224 224]
  [224 224 224]
  [224 224 224]]]",1
414,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1
415,"[[[255 226 210]
  [255 228 211]
  [255 228 211]
  ...
  [255 229 212]
  [254 228 211]
  [255 228 211]]

 [[255 228 211]
  [255 228 211]
  [255 228 211]
  ...
  [255 229 212]
  [255 229 212]
  [255 228 211]]

 [[255 229 212]
  [255 228 213]
  [255 227 213]
  ...
  [255 229 213]
  [254 228 212]
  [255 229 213]]

 ...

 [[255 233 220]
  [255 233 220]
  [255 233 220]
  ...
  [254 234 220]
  [255 234 221]
  [255 234 221]]

 [[255 233 219]
  [255 233 219]
  [255 233 219]
  ...
  [255 233 219]
  [255 233 219]
  [255 233 219]]

 [[255 232 218]
  [255 232 218]
  [255 232 218]
  ...
  [255 233 219]
  [255 233 219]
  [255 232 218]]]",1
416,"[[[246 248 247]
  [246 248 247]
  [247 247 248]
  ...
  [ 41  61  86]
  [ 32  54  78]
  [ 32  54  78]]

 [[247 249 248]
  [248 250 249]
  [248 248 249]
  ...
  [ 42  64  88]
  [ 44  64  89]
  [ 23  41  63]]

 [[244 245 247]
  [248 249 250]
  [249 249 250]
  ...
  [ 39  60  84]
  [ 35  56  78]
  [ 33  51  72]]

 ...

 [[150 146 142]
  [150 145 141]
  [151 146 143]
  ...
  [163 164 159]
  [162 163 158]
  [162 163 158]]

 [[147 144 139]
  [153 148 144]
  [155 151 146]
  ...
  [161 162 157]
  [161 162 157]
  [164 164 159]]

 [[153 150 145]
  [157 152 148]
  [157 153 149]
  ...
  [163 164 159]
  [164 165 160]
  [165 166 161]]]",1
417,"[[[187 158 128]
  [177 147 119]
  [166 138 111]
  ...
  [174 139 107]
  [154 118  86]
  [158 122  90]]

 [[183 151 124]
  [185 155 127]
  [185 160 130]
  ...
  [176 142 109]
  [170 135 103]
  [157 124  94]]

 [[155 127 111]
  [105  77  57]
  [162 141 120]
  ...
  [168 138 107]
  [185 152 119]
  [192 159 127]]

 ...

 [[151 129 120]
  [175 155 146]
  [166 146 134]
  ...
  [184 161 155]
  [189 169 162]
  [184 165 158]]

 [[150 126 116]
  [165 143 132]
  [148 128 115]
  ...
  [185 164 159]
  [184 163 158]
  [183 163 156]]

 [[140 114 101]
  [155 129 116]
  [159 134 122]
  ...
  [182 163 159]
  [172 153 149]
  [174 155 149]]]",1
418,"[[[104 107 118]
  [120 126 137]
  [166 174 185]
  ...
  [ 94 101 111]
  [ 83  89 101]
  [ 91  98 109]]

 [[171 179 197]
  [140 151 169]
  [110 121 140]
  ...
  [141 155 174]
  [138 152 171]
  [143 158 177]]

 [[110 121 144]
  [ 82  91 112]
  [ 82  93 112]
  ...
  [114 124 139]
  [108 118 131]
  [115 126 141]]

 ...

 [[ 64  69  88]
  [ 66  71  90]
  [ 72  77  97]
  ...
  [192 191 188]
  [195 198 192]
  [209 205 206]]

 [[ 65  70  89]
  [ 69  74  93]
  [ 72  77  96]
  ...
  [215 187 154]
  [200 196 177]
  [198 202 200]]

 [[ 64  69  88]
  [ 69  74  93]
  [ 66  71  90]
  ...
  [192 186 169]
  [196 187 168]
  [200 195 202]]]",1
419,"[[[227 222 226]
  [228 223 227]
  [228 223 227]
  ...
  [236 232 233]
  [237 233 234]
  [236 232 233]]

 [[229 224 228]
  [227 222 226]
  [229 224 228]
  ...
  [233 229 231]
  [237 233 234]
  [238 234 235]]

 [[230 225 229]
  [227 222 226]
  [229 224 228]
  ...
  [239 235 236]
  [240 236 237]
  [241 237 238]]

 ...

 [[228 223 227]
  [227 222 226]
  [230 225 229]
  ...
  [229 225 226]
  [231 227 228]
  [228 224 225]]

 [[226 221 225]
  [226 221 225]
  [228 223 227]
  ...
  [225 221 222]
  [227 223 224]
  [229 225 225]]

 [[230 224 228]
  [225 219 223]
  [224 218 222]
  ...
  [224 220 221]
  [225 221 222]
  [226 222 223]]]",1
420,"[[[173 208 214]
  [174 209 215]
  [174 209 215]
  ...
  [176 211 217]
  [176 211 217]
  [175 210 216]]

 [[174 209 215]
  [174 209 215]
  [174 209 215]
  ...
  [176 211 217]
  [176 211 217]
  [175 210 216]]

 [[174 209 215]
  [174 209 215]
  [174 209 215]
  ...
  [176 211 217]
  [176 211 217]
  [175 210 216]]

 ...

 [[174 209 215]
  [175 210 216]
  [174 209 215]
  ...
  [173 208 214]
  [172 207 213]
  [173 208 214]]

 [[174 209 215]
  [174 209 215]
  [175 210 216]
  ...
  [172 207 213]
  [173 208 214]
  [172 207 213]]

 [[174 209 215]
  [174 209 215]
  [174 209 215]
  ...
  [172 207 213]
  [173 208 214]
  [173 208 214]]]",1
421,"[[[234 234 234]
  [234 234 234]
  [234 234 234]
  ...
  [239 239 239]
  [238 238 238]
  [238 238 238]]

 [[234 234 234]
  [234 234 234]
  [234 234 234]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]

 [[234 234 234]
  [234 234 234]
  [234 234 234]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]

 ...

 [[236 236 236]
  [236 236 236]
  [236 236 236]
  ...
  [241 236 240]
  [241 236 240]
  [241 236 240]]

 [[236 236 236]
  [236 236 236]
  [236 236 236]
  ...
  [241 236 240]
  [241 236 240]
  [241 236 240]]

 [[236 236 236]
  [236 236 236]
  [236 236 236]
  ...
  [241 236 240]
  [241 236 240]
  [241 236 240]]]",1
422,"[[[251 237 226]
  [251 237 226]
  [251 237 226]
  ...
  [251 235 222]
  [251 235 222]
  [251 235 222]]

 [[251 237 226]
  [251 237 226]
  [251 237 226]
  ...
  [251 235 222]
  [251 235 222]
  [251 235 222]]

 [[251 237 226]
  [251 237 226]
  [251 237 226]
  ...
  [251 235 222]
  [251 235 222]
  [251 235 222]]

 ...

 [[233 216 206]
  [233 217 207]
  [233 218 207]
  ...
  [235 219 206]
  [235 219 206]
  [234 218 205]]

 [[233 216 206]
  [233 216 206]
  [234 217 207]
  ...
  [235 219 206]
  [235 219 206]
  [235 219 206]]

 [[233 216 206]
  [234 217 207]
  [234 217 207]
  ...
  [236 220 207]
  [236 220 207]
  [236 220 207]]]",1
423,"[[[210 216 212]
  [210 216 212]
  [212 218 214]
  ...
  [206 215 214]
  [204 213 212]
  [203 212 211]]

 [[212 222 214]
  [214 223 218]
  [214 223 220]
  ...
  [214 224 224]
  [212 222 221]
  [212 221 220]]

 [[215 224 220]
  [217 226 223]
  [219 228 226]
  ...
  [223 232 230]
  [222 231 228]
  [221 230 228]]

 ...

 [[246 249 240]
  [247 250 241]
  [246 251 241]
  ...
  [241 250 240]
  [241 250 239]
  [241 250 240]]

 [[246 249 240]
  [246 249 240]
  [245 249 240]
  ...
  [241 250 239]
  [241 251 240]
  [240 250 239]]

 [[246 249 240]
  [246 249 240]
  [245 249 240]
  ...
  [241 250 239]
  [241 251 240]
  [239 251 239]]]",1
424,"[[[243 243 243]
  [243 243 243]
  [245 245 245]
  ...
  [242 242 242]
  [241 241 241]
  [241 241 241]]

 [[243 243 243]
  [243 243 243]
  [243 243 243]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 [[243 243 243]
  [243 243 243]
  [243 243 243]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 ...

 [[241 241 241]
  [241 241 241]
  [241 241 241]
  ...
  [246 244 247]
  [246 244 247]
  [246 244 247]]

 [[240 240 240]
  [240 240 240]
  [242 242 242]
  ...
  [245 243 246]
  [245 243 246]
  [245 243 246]]

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [244 242 245]
  [243 241 244]
  [243 241 244]]]",1
425,"[[[237 237 237]
  [237 237 237]
  [237 237 237]
  ...
  [237 237 237]
  [237 237 237]
  [237 237 237]]

 [[237 237 237]
  [237 237 237]
  [237 237 237]
  ...
  [237 237 237]
  [237 237 237]
  [237 237 237]]

 [[237 237 237]
  [237 237 237]
  [237 237 237]
  ...
  [237 237 237]
  [237 237 237]
  [237 237 237]]

 ...

 [[237 237 237]
  [237 237 237]
  [237 237 237]
  ...
  [237 237 237]
  [237 237 237]
  [237 237 237]]

 [[237 237 237]
  [237 237 237]
  [237 237 237]
  ...
  [237 237 237]
  [237 237 237]
  [237 237 237]]

 [[237 237 237]
  [237 237 237]
  [237 237 237]
  ...
  [237 237 237]
  [237 237 237]
  [237 237 237]]]",1
426,"[[[ 66  84  65]
  [ 45  78  63]
  [ 88 111  73]
  ...
  [176 180 183]
  [187 191 194]
  [174 175 177]]

 [[ 75 102  59]
  [ 74  99  82]
  [ 80 105  65]
  ...
  [178 182 185]
  [168 169 171]
  [149 150 153]]

 [[ 61  87  48]
  [ 84 101  62]
  [ 66  93  60]
  ...
  [167 168 172]
  [154 154 156]
  [150 151 153]]

 ...

 [[177 184 194]
  [193 197 209]
  [191 196 208]
  ...
  [192 196 207]
  [192 196 207]
  [192 196 207]]

 [[185 191 203]
  [198 202 213]
  [187 192 203]
  ...
  [195 199 210]
  [195 198 210]
  [199 203 214]]

 [[182 188 200]
  [186 190 201]
  [179 185 195]
  ...
  [178 181 191]
  [194 198 209]
  [193 200 208]]]",1
427,"[[[211 205 207]
  [209 205 206]
  [208 204 205]
  ...
  [187 183 182]
  [187 184 182]
  [188 184 183]]

 [[209 205 206]
  [206 204 205]
  [207 205 206]
  ...
  [186 182 181]
  [188 184 183]
  [189 185 184]]

 [[209 207 208]
  [207 205 206]
  [207 205 206]
  ...
  [187 183 182]
  [188 184 185]
  [189 185 186]]

 ...

 [[235 234 232]
  [219 216 213]
  [181 175 169]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[235 234 232]
  [221 220 218]
  [202 200 196]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[239 238 236]
  [227 227 225]
  [210 210 208]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1
428,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1
429,"[[[ 45  44  48]
  [ 82  80  94]
  [ 79  76  93]
  ...
  [ 57  56  64]
  [ 54  53  61]
  [ 52  51  57]]

 [[ 45  44  50]
  [ 86  84  98]
  [ 77  75  91]
  ...
  [ 56  55  63]
  [ 57  56  64]
  [ 57  57  64]]

 [[ 51  50  57]
  [ 87  84 101]
  [ 75  73  88]
  ...
  [ 56  55  63]
  [ 58  57  65]
  [ 55  54  61]]

 ...

 [[ 87 120 155]
  [ 79 109 143]
  [ 86 116 148]
  ...
  [ 42  41  47]
  [ 48  47  52]
  [ 66  64  76]]

 [[ 81 114 147]
  [ 87 116 150]
  [ 76 108 141]
  ...
  [ 42  41  47]
  [ 48  46  53]
  [ 70  68  79]]

 [[102 134 167]
  [ 98 131 164]
  [113 144 174]
  ...
  [ 42  41  48]
  [ 48  47  53]
  [ 72  70  81]]]",1
